자치구,line,name,code,lat,lng
강서구,09호선,김포공항,4102,37.562434,126.801058
강서구,09호선,공항시장,4103,37.563726,126.810678
강서구,09호선,신방화,4104,37.567532,126.816601
강서구,09호선,마곡나루,4105,37.567336,126.829497
강서구,09호선,양천향교,4106,37.568381,126.841333
강서구,09호선,가양,4107,37.561391,126.854456
강서구,09호선,증미,4108,37.557402,126.861939
강서구,09호선,염창,4110,37.546936,126.874916
양천구,09호선,염창,4110,37.546936,126.874916
영등포구,09호선,선유도,4112,37.53802,126.893525
영등포구,09호선,당산,4113,37.53438,126.902281
영등포구,09호선,국회의사당,4114,37.528105,126.917874
영등포구,09호선,여의도,4115,37.521624,126.924191
영등포구,09호선,샛강,4116,37.517274,126.928422
동작구,09호선,노량진,4117,37.514219,126.942454
동작구,09호선,노들,4118,37.512887,126.953222
동작구,09호선,흑석,4119,37.50877,126.963708
동작구,09호선,동작,4120,37.502971,126.979306
서초구,09호선,구반포,4121,37.501364,126.987332
서초구,09호선,구반포,4121,37.501364,126.987332
서초구,09호선,신반포,4122,37.503415,126.995925
서초구,09호선,신반포,4122,37.503415,126.995925
서초구,09호선,고속터미널,4123,37.50481,127.004943
서초구,09호선,고속터미널,4123,37.50481,127.004943
서초구,09호선,사평,4124,37.504206,127.015259
서초구,09호선,사평,4124,37.504206,127.015259
강남구,09호선,신논현,4125,37.504598,127.02506
강남구,09호선,언주,4126,37.507287,127.033868
강남구,09호선,선정릉,4127,37.51098,127.043593
강남구,09호선,삼성중앙,4128,37.513011,127.053282
강남구,09호선,봉은사,4129,37.514219,127.060245
송파구,09호선,종합운동장,4130,37.510997,127.073642
송파구,09호선,석촌,4133,37.505431,127.106979
송파구,09호선,올림픽공원,4136,37.516078,127.130848
중구,공항철도,서울,4201,37.554648,126.972559
마포구,공항철도,공덕,4202,37.544018,126.951592
마포구,공항철도,홍대입구,4203,37.557192,126.925381
마포구,공항철도,디지털미디어시티,4204,37.576646,126.900984
강서구,공항철도,마곡나루,4206,37.567336,126.829497
강서구,공항철도,김포공항,4207,37.562434,126.801058
계양구,공항철도,계양,4208,37.571462,126.735637
계양구,공항철도,계양,4208,37.571462,126.735637
서구,공항철도,검암,4209,37.569104,126.673728
서구,공항철도,청라국제도시,4210,37.555878,126.625327
중구,공항철도,운서,4211,37.492904,126.49379
중구,공항철도,공항화물청사,4212,37.458366,126.476241
중구,공항철도,영종,4217,37.511466,126.5237
서초구,신분당선,강남,4307,37.497175,127.027926
서초구,신분당선,양재,4308,37.484147,127.034631
서초구,신분당선,양재,4308,37.484147,127.034631
서초구,신분당선,양재시민의숲,4309,37.470023,127.03842
서초구,신분당선,양재시민의숲,4309,37.470023,127.03842
서초구,신분당선,청계산입구,4310,37.447211,127.055664
서초구,신분당선,청계산입구,4310,37.447211,127.055664
성남시분당구,신분당선,판교,4311,37.394761,127.111217
성남시분당구,신분당선,정자,4312,37.36706,127.108105
성남시분당구,신분당선,미금,4313,37.350077,127.10891
용인시수지구,신분당선,동천,4314,37.337928,127.102976
용인시수지구,신분당선,수지구청,4315,37.322702,127.095026
용인시수지구,신분당선,성복,4316,37.313335,127.0801
용인시수지구,신분당선,상현,4317,37.297664,127.069342
수원시 영통구,신분당선,광교중앙,4318,37.288617,127.051478
수원시 영통구,신분당선,광교,4319,37.30211,127.044483
용인시기흥구,용인경전철,기흥,4501,37.275619,127.115936
용인시기흥구,용인경전철,강남대,4502,37.270161,127.126033
용인시기흥구,용인경전철,지석,4503,37.269606,127.136515
용인시기흥구,용인경전철,어정,4504,37.274917,127.143714
용인시기흥구,용인경전철,동백,4505,37.269043,127.152716
용인시기흥구,용인경전철,초당,4506,37.260752,127.159443
용인시처인구,용인경전철,삼가,4508,37.242115,127.168075
용인시처인구,용인경전철,시청.용인대,4509,37.239151,127.178406
용인시처인구,용인경전철,명지대,4510,37.237964,127.190294
용인시처인구,용인경전철,김량장,4511,37.237247,127.198781
용인시처인구,용인경전철,운동장.송담대,4512,37.237845,127.209198
용인시처인구,용인경전철,고진,4513,37.24484,127.214251
용인시처인구,용인경전철,보평,4514,37.258965,127.218457
용인시처인구,용인경전철,둔전,4515,37.267051,127.21364
용인시처인구,용인경전철,전대.에버랜드,4517,37.285342,127.219561
의정부시,의정부경전철,발곡,4601,37.727048,127.052803
의정부시,의정부경전철,회룡,4602,37.724846,127.046895
의정부시,의정부경전철,범골,4603,37.728755,127.04353
의정부시,의정부경전철,경전철의정부,4604,37.737202,127.043257
의정부시,의정부경전철,의정부시청,4605,37.739256,127.034781
의정부시,의정부경전철,흥선,4606,37.743302,127.037023
의정부시,의정부경전철,의정부중앙,4607,37.743676,127.049565
의정부시,의정부경전철,동오,4608,37.745271,127.056947
의정부시,의정부경전철,새말,4609,37.748885,127.06362
의정부시,의정부경전철,경기도청북부청사,4610,37.75059,127.071495
의정부시,의정부경전철,효자,4611,37.754025,127.076902
의정부시,의정부경전철,곤제,4612,37.750471,127.083715
의정부시,의정부경전철,어룡,4613,37.742802,127.085035
의정부시,의정부경전철,송산,4614,37.737279,127.087159
의정부시,의정부경전철,탑석,4615,37.733579,127.088704
강북구,우이신설경전철,북한산우이,4701,37.663146,127.012789
강북구,우이신설경전철,솔밭공원,4702,37.656088,127.013252
강북구,우이신설경전철,419민주묘지,4703,37.649593,127.013746
강북구,우이신설경전철,가오리,4704,37.641701,127.016792
강북구,우이신설경전철,화계,4705,37.634802,127.017519
강북구,우이신설경전철,삼양,4706,37.627165,127.018152
강북구,우이신설경전철,삼양사거리,4707,37.621512,127.02048
강북구,우이신설경전철,솔샘,4708,37.62124,127.013528
성북구,우이신설경전철,북한산보국문,4709,37.612343,127.008009
성북구,우이신설경전철,정릉,4710,37.602798,127.01349
성북구,우이신설경전철,성신여대입구,4711,37.592624,127.016403
성북구,우이신설경전철,보문,4712,37.585286,127.019381
부천시,서해선,소사,4804,37.482753,126.79544
안산시단원구,서해선,초지,4813,37.320646,126.805913
강서구,김포도시철도,김포공항,4929,37.562434,126.801058
성동구,분당선,왕십리,nan,37.561533,127.037732
용산구,경의선,용산,nan,37.529849,126.964561
동대문구,01호선,회기,1015,37.58946,127.057583
동대문구,경의선,회기,nan,37.58946,127.057583
동대문구,경춘선,회기,1307,37.58946,127.057583
동대문구,01호선,청량리,158,37.580178,127.046835
동대문구,경의선,청량리,1014,37.580178,127.046835
동대문구,경춘선,청량리,1306,37.580178,127.046835
동대문구,분당선,청량리,1845,37.580178,127.046835
동대문구,01호선,제기동,157,37.578103,127.034893
동대문구,02호선,용두,250,37.574028,127.038091
동대문구,01호선,외대앞,1016,37.596073,127.063549
동대문구,01호선,신이문,1017,37.601854,127.067325
동대문구,01호선,신설동,156,37.575297,127.025087
동대문구,02호선,신설동,246,37.575297,127.025087
동대문구,우이신설경전철,신설동,4713,37.575297,127.025087
동대문구,06호선,고려대,2641,37.590508,127.036296
