field_1,역명,위도,경도,SIG_KOR_NM
773,원남동사거리(경유),126.997604,37.5713,종로구
774,이화사거리(경유),127.002171,37.571246,종로구
775,혜화동로터리(경유),127.001532,37.585632,종로구
776,혜화동로터리(경유),127.001219,37.585736,종로구
2037,경복궁역(경유),126.972616,37.575678,종로구
2755,독립문고가차도(경유),126.960763,37.571935,종로구
4342,종로2가(경유),126.987506,37.569975,종로구
4518,경복궁역(경유),126.973043,37.575662,종로구
64294,독립문역.한성과학고,126.95642,37.575705,종로구
67718,서울풍물시장,127.023178,37.57334,종로구
69260,종각역,126.982894,37.56938,종로구
69266,청계2가교차로,126.987878,37.568481,종로구
69267,서대문역사거리,126.966893,37.566137,종로구
69316,서대문,126.964671,37.568114,종로구
69474,종로1.2.3.4가동주민센터,126.991131,37.574384,종로구
69476,교남동주민센터,126.96128,37.572152,종로구
69477,독립문역,126.959408,37.573284,종로구
69478,조계사,126.983136,37.573602,종로구
69479,종로경찰서,126.984083,37.57571,종로구
69480,종각.공평유적전시관,126.983243,37.571594,종로구
69481,창신쌍용1단지.종로센트레빌아파트,127.015569,37.580323,종로구
69482,동묘역.롯데캐슬,127.015792,37.574029,종로구
69483,구민회관.동묘역,127.015576,37.574048,종로구
69484,창신초등학교,127.015389,37.576903,종로구
69485,종로센트레빌아파트,127.015693,37.580353,종로구
69486,동묘역,127.014245,37.572694,종로구
69487,성균관대학교,126.990004,37.588464,종로구
69488,성대후문.와룡공원,126.989734,37.589152,종로구
69489,서울성곽.성대후문,126.989632,37.589258,종로구
69490,국민생활관,126.999314,37.589628,종로구
69491,혜화동로터리,127.001003,37.58592,종로구
69492,성대입구,126.998853,37.583267,종로구
69493,성균관대학교앞,126.999336,37.58326,종로구
69494,명륜새마을금고,126.996705,37.587653,종로구
69495,혜화로터리,127.000645,37.585462,종로구
69496,연건동,127.000745,37.576126,종로구
69497,혜화역2번출구,127.002257,37.581148,종로구
69498,혜화역3번출구,127.001921,37.581216,종로구
69499,동대문종합시장,127.00614,37.571176,종로구
69500,종로5가역,127.000025,37.570671,종로구
69501,종로4가.혜화경찰서,126.997482,37.572634,종로구
69502,안국역2번출구앞,126.986118,37.577173,종로구
69503,적십자병원후문앞,126.965227,37.56753,종로구
69504,신학대학교총회본부,126.963445,37.573976,종로구
69505,독립문역3번출구,126.959745,37.572878,종로구
69506,구기동,126.959186,37.60698,종로구
69507,청구빌라,126.956984,37.60461,종로구
69508,마트앞,126.958667,37.606901,종로구
69509,구기터널입구,126.956777,37.608205,종로구
69510,부암동주민센터.무계원,126.963768,37.592935,종로구
69511,엄마분식,126.955716,37.601242,종로구
69512,법련사,126.979665,37.576588,종로구
69513,삼청공원,126.981647,37.588228,종로구
69514,경복궁역,126.972473,37.577072,종로구
69515,kt광화문지사,126.977317,37.571902,종로구
69516,세종문화회관,126.976444,37.572659,종로구
69517,국립민속박물관,126.979553,37.579255,종로구
69518,종로센트레빌후문.e편한세상보문아파트,127.016235,37.581898,종로구
69519,통일부,126.986107,37.587531,종로구
69520,서울국제고등학교,126.997141,37.589074,종로구
69521,상명초등학교,126.956817,37.600905,종로구
69522,새마을금고,126.996569,37.587841,종로구
69523,가회동주민센터,126.985129,37.579943,종로구
69524,볼링장,126.987959,37.579255,종로구
69525,부암슈퍼,126.96386,37.59476,종로구
69526,지구촌교회,126.979348,37.613047,종로구
69527,월암공원,126.963986,37.571188,종로구
69528,숭인1동주민센터,127.015561,37.577415,종로구
69529,북촌한옥마을입구.정세권활동터,126.985169,37.581281,종로구
69530,하림각,126.962966,37.597685,종로구
69531,보현빌라,126.978282,37.615262,종로구
69532,스위스대사관,126.965806,37.569989,종로구
69533,창신역.4번출구,127.015505,37.578359,종로구
69534,안국선원.삼거리,126.985221,37.582743,종로구
69535,세검정교회,126.95947,37.599563,종로구
69536,김종영미술관,126.978112,37.613264,종로구
69537,서울시교육청,126.966825,37.569243,종로구
69538,사우디대사관,126.985249,37.583863,종로구
69539,상명대입구,126.957402,37.599854,종로구
69540,혜화초등학교,126.999991,37.587389,종로구
69541,북악파크,126.977856,37.611008,종로구
69542,강북삼성병원,126.968338,37.568532,종로구
69543,청룡사.보문파크뷰자이아파트,127.017151,37.579785,종로구
69544,감사원,126.985562,37.586266,종로구
69545,귀빈예식장,126.973334,37.608995,종로구
69546,배화여중고,126.967816,37.576756,종로구
69547,운현궁,126.986981,37.575272,종로구
69548,대학로입구.이화사거리,127.00258,37.575984,종로구
69549,상명대입구,126.956958,37.600021,종로구
69550,삼청동주민센터,126.982211,37.584685,종로구
69551,박노수미술관,126.966894,37.581027,종로구
69552,김창열.윤명로화실,126.978369,37.616305,종로구
69553,사직동주민센터,126.968904,37.576221,종로구
69554,충신시장,127.005405,37.574977,종로구
69555,안풍주유소,126.959158,37.599287,종로구
69556,금융연수원,126.981848,37.585878,종로구
69557,감람산기도원,126.979873,37.615944,종로구
69558,카센터.터널앞,126.965859,37.574164,종로구
69559,동대문역5번출구,127.011799,37.571723,종로구
69560,재동초등학교,126.985362,37.578791,종로구
69561,하림각,126.962253,37.597811,종로구
69562,삼청공원삼거리.옥호정터,126.981744,37.587419,종로구
69563,이화사거리,127.002281,37.57532,종로구
69564,연화정사,126.979494,37.614649,종로구
69565,대신중고,126.961689,37.572618,종로구
69566,현대사거리,126.986635,37.579242,종로구
69567,형제봉입구,126.981686,37.612864,종로구
69568,교남동새마을금고,126.962337,37.571494,종로구
69569,창신초교,127.01572,37.576037,종로구
69570,금강제화,126.987438,37.570545,종로구
69571,경진빌라,126.95783,37.602004,종로구
69572,EN갤러리,126.970701,37.613406,종로구
69573,종로문화센터,126.964626,37.574647,종로구
69574,동대문역.2번출구,127.011722,37.572049,종로구
69575,종각역YMCA,126.985071,37.570339,종로구
69576,서교빌라,126.957155,37.601989,종로구
69577,무애사,126.971846,37.6139,종로구
69578,단군성전앞,126.965318,37.57556,종로구
69579,상명초등학교,126.956715,37.600924,종로구
69580,광화문새마을금고,126.971028,37.579493,종로구
69581,성균관대학교,126.997218,37.585031,종로구
69582,참샘골공원,126.974121,37.614572,종로구
69583,활터앞,126.965329,37.576813,종로구
69584,종로5가.3번출구,127.00209,37.571419,종로구
69585,인사동들머리.3.1독립선언터,126.983297,37.571947,종로구
69586,정독도서관,126.980201,37.580192,종로구
69587,오거리.한옥마을입구,126.969739,37.579468,종로구
69588,평창공원지킴터입구,126.975744,37.616396,종로구
69589,종로도서관,126.967125,37.576484,종로구
69590,종로사우나,126.98775,37.573801,종로구
69591,삼청파출소,126.981326,37.581645,종로구
69592,통인시장.종로구보건소,126.96875,37.580335,종로구
69593,평창동산림제3초소,126.977047,37.617237,종로구
69594,구기빌라,126.95798,37.606269,종로구
69595,원남로터리,126.997511,37.576237,종로구
69596,보현산신각,126.965779,37.613483,종로구
69597,천사유치원,126.96186,37.574648,종로구
69598,쌍용아파트입구.창신역,127.014964,37.580511,종로구
69599,아름다운가게.정독도서관,126.985022,37.578899,종로구
69600,산정빌라,126.957492,37.605152,종로구
69601,이화사거리,127.002011,37.57647,종로구
69602,박종화고택입구,126.967687,37.61431,종로구
69603,무악현대아파트후문,126.962001,37.576306,종로구
69604,이수아파트,127.01519,37.578354,종로구
69605,헌법재판소.안국역,126.985676,37.577558,종로구
69606,서울대어린이병원응급실.갑상선센터,126.999503,37.578119,종로구
69607,서울사대초.중교,127.002479,37.577567,종로구
69608,화인빌라,126.968539,37.612935,종로구
69609,넓은마당,126.962888,37.575273,종로구
69610,수운회관,126.986517,37.57516,종로구
69611,상명대후문,126.957335,37.604026,종로구
69612,힐탑,126.969021,37.611606,종로구
69613,낙원상가,126.987292,37.573678,종로구
69614,완성빌라,126.957501,37.603402,종로구
69615,서울대병원장례식장,126.997431,37.580555,종로구
69616,혜화역1번출구,127.001941,37.583454,종로구
69617,감나무골공원,126.969948,37.612406,종로구
69618,한국사회과학자료원,126.964143,37.573633,종로구
69619,청련사입구,126.962431,37.60798,종로구
69620,영천시장,126.962835,37.570005,종로구
69621,명신초.삼선푸르지오.힐스테이트,127.014556,37.582106,종로구
69622,감사원,126.98529,37.586211,종로구
69623,중앙중고,126.986965,37.583092,종로구
69624,인왕빌딩,126.957744,37.607928,종로구
69625,종로4가.종묘공원,126.994462,37.570633,종로구
69626,광화문새마을금고,126.971147,37.579369,종로구
69627,새마을금고,126.996518,37.587737,종로구
69628,혜화우체국,127.000614,37.586038,종로구
69629,언덕앞,126.963792,37.608954,종로구
69630,경희궁자이4단지,126.962115,37.570702,종로구
69631,종로센트레빌후문.e편한세상보문아파트,127.016186,37.581774,종로구
69632,사우디대사관앞.경남빌라,126.985031,37.584106,종로구
69633,안국선원.삼거리,126.984994,37.582791,종로구
69634,종로3가.1.3.5호선,126.992181,37.571073,종로구
69635,경복궁,126.979338,37.57695,종로구
69636,경복궁역,126.972276,37.576677,종로구
69637,소나무집,126.96411,37.611277,종로구
69638,청룡사.보문파크뷰자이아파트,127.017007,37.580019,종로구
69639,북촌한옥마을입구.정세권활동터,126.984942,37.5816,종로구
69640,창덕궁,126.99062,37.576089,종로구
69641,아름다운실버,126.965464,37.61201,종로구
69642,독립문초등학교,126.960721,37.573847,종로구
69643,가회동주민센터,126.98485,37.579939,종로구
69644,평창파출소,126.966817,37.605681,종로구
69645,명륜시장.성대후문,126.995254,37.588511,종로구
69646,통일부,126.985948,37.587595,종로구
69647,서대문3번출구,126.966218,37.566416,종로구
69648,이화사거리,127.002008,37.576948,종로구
69649,서울대학교병원현관.암병원현관,126.998157,37.578951,종로구
69650,수성동계곡,126.964247,37.582079,종로구
69651,명륜3가종점,126.992864,37.590948,종로구
69652,낙산공원,127.008722,37.580404,종로구
69653,서울대치과대학,126.997774,37.577602,종로구
69654,인사미술공간.세탁소,126.989367,37.581411,종로구
69655,화정박물관,126.964884,37.604801,종로구
69656,금융연수원,126.981569,37.586598,종로구
69657,박노수미술관,126.966603,37.580997,종로구
69658,효제초교.연동교회.김마리아활동터,127.002209,37.573641,종로구
69659,샘미용실,126.993223,37.59031,종로구
69660,서울국제고등학교,126.99729,37.589072,종로구
69661,서울대치과대학,126.997875,37.577306,종로구
69662,화정박물관,126.965201,37.604981,종로구
69663,방송통신대앞,127.001993,37.578697,종로구
69664,혜화역4번출구,127.001456,37.583463,종로구
69665,빨래터.고희동미술관,126.988973,37.583101,종로구
69666,세검초등학교,126.961491,37.604252,종로구
69667,삼청동주민센터,126.981907,37.584264,종로구
69668,화정박물관,126.965687,37.604859,종로구
69669,국민은행.세검정지점,126.960786,37.604887,종로구
69670,양현관,126.993604,37.589791,종로구
69671,통인시장,126.96875,37.580453,종로구
69672,마트앞,126.958756,37.606699,종로구
69673,구기빌라,126.957981,37.606133,종로구
69674,국민생활관,126.998862,37.589746,종로구
69675,오거리,126.962263,37.607062,종로구
69676,경희궁자이2.3단지,126.964069,37.568787,종로구
69677,산정빌라,126.957578,37.605284,종로구
69678,창신쌍용2단지.한성대후문,127.012758,37.581265,종로구
69679,샘미용실,126.993408,37.590255,종로구
69680,원서고개,126.987809,37.583081,종로구
69681,상명대후문,126.957463,37.604072,종로구
69682,종로5가입구.혜화경찰서,126.997541,37.571747,종로구
69683,양현관,126.993769,37.589768,종로구
69684,삼청파출소,126.981251,37.581814,종로구
69685,완성빌라,126.957667,37.60334,종로구
69686,오거리.한옥마을입구,126.969541,37.579496,종로구
69687,명륜시장.성대후문,126.995231,37.588725,종로구
69688,혜화초등학교,126.999852,37.587253,종로구
69689,경진빌라,126.957948,37.601864,종로구
69690,창경궁,126.996526,37.578793,종로구
69691,창덕궁.돈화문국악당,126.991085,37.577303,종로구
69692,남인사마당,126.987429,37.571319,종로구
69693,세종문화회관,126.976464,37.571127,종로구
69694,경복궁.국립민속박물관,126.979796,37.580204,종로구
69695,인사동.북촌,126.983798,37.575895,종로구
69696,창덕궁,126.990178,37.57753,종로구
69697,창경궁,126.996416,37.57916,종로구
69698,대학로,127.00212,37.581896,종로구
69699,동묘.숭인동도깨비시장,127.018044,37.573477,종로구
69700,광장시장,126.999673,37.570624,종로구
69701,종묘.세운상가,126.994195,37.570374,종로구
69702,인사동.탑골공원,126.988801,37.570116,종로구
69703,세종문화회관,126.97641,37.572103,종로구
69704,통인시장,126.971332,37.579119,종로구
69705,청와대,126.97376,37.582685,종로구
69706,JW메리어트동대문호텔,127.009473,37.570302,종로구
69707,동대문역.흥인지문,127.013451,37.572302,종로구
69708,종로6가.동대문종합시장,127.005714,37.571127,종로구
69709,종로6가.동대문종합시장,127.003464,37.570962,종로구
69710,종로5가.광장시장,126.999335,37.570881,종로구
69711,종로5가.광장시장,126.99885,37.570757,종로구
69712,종로4가.종묘,126.995284,37.570627,종로구
69713,종로4가.종묘,126.994722,37.570507,종로구
69714,종로3가.탑골공원,126.989988,37.570361,종로구
69715,종로3가.탑골공원,126.989565,37.570245,종로구
69716,종로2가,126.986247,37.570257,종로구
69717,종로2가,126.985543,37.570139,종로구
69718,종로1가,126.981391,37.570229,종로구
69719,종로1가,126.980911,37.570118,종로구
69720,광화문,126.978085,37.570217,종로구
69721,광화문,126.975251,37.570135,종로구
69722,서울역사박물관.경희궁앞,126.97038,37.569135,종로구
69723,서울역사박물관.경희궁앞,126.970609,37.569412,종로구
69724,테스트노드,126.974928,37.570566,종로구
69725,강북삼성병원,126.9686,37.568146,종로구
69726,인사동.아벤트리호텔,126.983156,37.573032,종로구
69727,세종문화회관,126.976879,37.573165,종로구
69728,창덕궁,126.989003,37.577228,종로구
69729,안국역.종로경찰서.인사동,126.985537,37.576333,종로구
69730,안국역.종로경찰서.서울공예박물관,126.984768,37.576401,종로구
69731,서대문역사거리.적십자병원,126.967588,37.567108,종로구
69732,동묘앞,127.019672,37.574243,종로구
69733,동묘앞,127.018451,37.573726,종로구
69734,동대문(흥인지문),127.012046,37.571953,종로구
69735,동묘앞,127.017816,37.573729,종로구
69737,영천시장,126.963006,37.56961,종로구
69738,광화문,126.975426,37.569934,종로구
69739,창경궁.고궁호텔.메이플레이스호텔,126.997449,37.576558,종로구
69740,창경궁,126.996471,37.579077,종로구
69741,종로6가,127.004294,37.570824,종로구
69743,창덕궁,126.990372,37.577562,종로구
69744,평창동삼성아파트,126.978368,37.610967,종로구
69745,효자로,126.973901,37.581633,종로구
69746,성대입구,126.999703,37.583588,종로구
69747,창덕궁,126.988792,37.577528,종로구
69748,안국역,126.985506,37.576319,종로구
69749,안국역,126.98523,37.576614,종로구
69750,경복궁역,126.971316,37.575755,종로구
69751,경복궁역,126.971506,37.576178,종로구
69752,신설동전철역,127.021118,37.574498,종로구
69753,신설동전철역,127.020386,37.57462,종로구
69754,동대문역,127.015038,37.572667,종로구
69755,동대문역,127.014577,37.572859,종로구
69756,동대문종합시장종로6가,127.003206,37.570792,종로구
69757,동대문종합시장종로6가,127.005024,37.571216,종로구
69758,종로4가,126.99688,37.570421,종로구
69759,종로3가,126.990993,37.570102,종로구
69760,종로3가,126.993155,37.57059,종로구
69761,종로2가,126.985575,37.569969,종로구
69762,종로2가,126.985097,37.570354,종로구
69763,종로1가,126.980826,37.569954,종로구
69764,종로1가,126.980129,37.57037,종로구
69765,광화문,126.973833,37.570326,종로구
69766,경희궁,126.972354,37.569906,종로구
69767,독립문역,126.956705,37.575643,종로구
69768,이북오도청,126.956083,37.612462,종로구
69769,청계8가.황학교,127.022787,37.572131,종로구
69770,청계2가.삼일교,126.987221,37.568446,종로구
69771,신설동로터리.신한은행앞.서울풍물시장,127.023118,37.574386,종로구
69772,종로중부새마을금고,127.006591,37.572417,종로구
69773,상명대입구.석파랑,126.958194,37.599572,종로구
69774,상명대입구.세검정교회,126.959792,37.599444,종로구
69775,경복궁동문,126.979277,37.576833,종로구
69776,경복궁.국립민속박물관.현대미술관,126.97943,37.579307,종로구
69777,춘추관앞,126.979564,37.583007,종로구
69778,청와대분수대앞,126.973838,37.58287,종로구
69779,국립고궁박물관.경복궁서문,126.974366,37.576772,종로구
69780,이북오도청,126.955888,37.61305,종로구
69781,상명대정문,126.955021,37.60162,종로구
69782,이화동(이화장),127.002955,37.576257,종로구
69783,광화문역,126.976155,37.569878,종로구
69784,서울역사박물관(경교장),126.970239,37.569302,종로구
69785,광화문,126.975256,37.57039,종로구
69786,세종문화회관,126.976867,37.57395,종로구
69787,사직단,126.968048,37.575175,종로구
69788,사직단,126.968067,37.574746,종로구
69789,적선동,126.971145,37.575768,종로구
69790,적선동,126.970296,37.576201,종로구
69791,조계사,126.983161,37.5728,종로구
69792,숭인동,127.020437,37.574272,종로구
69793,동대문,127.012339,37.571828,종로구
69794,원남동사거리,126.998215,37.575723,종로구
69795,청계8가.영도교,127.018231,37.570947,종로구
69796,청계7가.맑은내다리,127.012955,37.569998,종로구
69797,청계6가.버들다리,127.008038,37.56993,종로구
69798,청계3가.관수교,126.993779,37.568689,종로구
69799,서울역사박물관.김구집무실(경교장),126.972132,37.5699,종로구
69800,혜화경찰서,126.997479,37.572581,종로구
69801,광장시장,126.997744,37.569496,종로구
69802,구기동현대빌라,126.956622,37.609682,종로구
69803,숭인동,127.020422,37.574606,종로구
69804,신설동로터리,127.02278,37.575929,종로구
69805,숭인동,127.020339,37.574301,종로구
69806,동묘역.롯데캐슬천지인,127.015802,37.57418,종로구
69807,숭인1동주민센터.창신역4번출구,127.015549,37.578772,종로구
69808,창신3동주민센터,127.015178,37.578413,종로구
69809,동묘역앞,127.015982,37.570757,종로구
69810,동묘역앞,127.015601,37.571685,종로구
69811,동대문,127.014902,37.572675,종로구
69812,동대문,127.013647,37.57229,종로구
69813,동대문,127.014119,37.572708,종로구
69814,종로구민회관.창신동두산아파트,127.015556,37.574093,종로구
69815,혜화역.동성중고(장면총리가옥),127.001718,37.58457,종로구
69816,혜화역.서울연극센터(장면총리가옥),127.001328,37.584023,종로구
69817,명륜동2가.성균관대입구,126.999399,37.583333,종로구
69818,혜화동로터리,127.000725,37.585765,종로구
69819,이화동(이화장),127.003271,37.575937,종로구
69820,창경궁.서울대학교병원,126.996872,37.578828,종로구
69821,이화동(이화장),127.000695,37.576119,종로구
69822,방송통신대.이화장,127.001994,37.57813,종로구
69823,혜화역.서울대병원입구,127.00194,37.581064,종로구
69824,혜화역.마로니에공원,127.002277,37.581119,종로구
69825,방송통신대.이화장,127.002437,37.578043,종로구
69826,현대그룹빌딩,127.000533,37.575873,종로구
69827,충신동,127.006343,37.57446,종로구
69828,종로6가.종로신진시장,127.003569,37.570801,종로구
69829,충신동,127.006279,37.574022,종로구
69830,동대문,127.008413,37.571726,종로구
69831,청계6가.동대문시장,127.002849,37.569835,종로구
69832,종로5가,127.002183,37.57056,종로구
69833,종로6가,127.005975,37.570861,종로구
69834,종로6가,127.004313,37.571194,종로구
69835,종로6가,127.002599,37.571173,종로구
69836,종로5가,127.000486,37.571104,종로구
69837,종로5가.효제초등학교,127.002144,37.572879,종로구
69838,종로5가.효제동.김상옥의거터,127.00223,37.5745,종로구
69839,안국동,126.98272,37.574611,종로구
69840,조계사,126.982826,37.572486,종로구
69841,조계사,126.983156,37.572522,종로구
69842,안국역.종로경찰서.인사동,126.984243,37.575785,종로구
69843,창덕궁.우리소리박물관,126.988635,37.577273,종로구
69844,원남동,126.997338,37.574533,종로구
69845,종로5가,126.999056,37.570959,종로구
69846,종로4가,126.99562,37.570668,종로구
69847,종로4가.종묘,126.99417,37.57071,종로구
69848,종로3가,126.989935,37.570494,종로구
69849,종로2가,126.98636,37.570359,종로구
69850,종로2가,126.984939,37.570337,종로구
69851,종로1가,126.980187,37.5704,종로구
69852,종로1가,126.981427,37.570361,종로구
69853,종로1가,126.980326,37.569986,종로구
69854,종로1가,126.981668,37.570063,종로구
69855,종로2가,126.985437,37.56997,종로구
69856,종로2가,126.98649,37.569962,종로구
69857,종로2가,126.987461,37.569232,종로구
69858,종로2가,126.987923,37.56927,종로구
69859,종로3가,126.988937,37.570011,종로구
69860,종로3가역15번출구,126.990861,37.5701,종로구
69861,종로4가.종묘,126.994403,37.570295,종로구
69862,종로4가.종묘,126.996795,37.570424,종로구
69863,종로5가,126.999863,37.570658,종로구
69864,종로5가.광장시장,126.999974,37.570663,종로구
69865,청계5가.광장시장,126.999797,37.569451,종로구
69866,청계4가.세운교,126.996491,37.568869,종로구
69867,청계2가.수표교,126.991541,37.568618,종로구
69868,청계1가.광교,126.984927,37.568684,종로구
69869,서린동.SK서린빌딩,126.980268,37.569242,종로구
69870,창덕궁.서울돈화문국악당,126.988539,37.577541,종로구
69871,독립문,126.961563,37.571173,종로구
69872,독립문,126.962837,37.569953,종로구
69873,서대문.서울시교육청,126.964527,37.568254,종로구
69874,독립문역.서대문형무소역사관,126.959464,37.573213,종로구
69875,독립문역,126.95752,37.574962,종로구
69876,화정박물관,126.96481,37.604504,종로구
69877,서울예술고등학교.평창동주민센터,126.967628,37.605779,종로구
69878,예능교회,126.97,37.606517,종로구
69879,벽산평창힐스아파트,126.972797,37.60819,종로구
69880,롯데아파트,126.976652,37.610248,종로구
69881,롯데아파트,126.976466,37.61043,종로구
69882,일성아파트,126.972999,37.608766,종로구
69883,평창동주민센터,126.969566,37.606607,종로구
69884,평창파출소,126.966043,37.605322,종로구
69885,갑을씨티텔앞,126.963535,37.604371,종로구
69886,승가사입구,126.956482,37.61148,종로구
69887,구기동,126.959102,37.607009,종로구
69888,구기동,126.95853,37.606964,종로구
69889,구기터널.삼성출판박물관,126.956417,37.608305,종로구
69890,구기터널.삼성출판박물관,126.95621,37.60861,종로구
69891,구기동현대빌라,126.956458,37.610036,종로구
69892,승가사입구,126.956306,37.611584,종로구
69893,국민은행세검정지점,126.961209,37.604719,종로구
69894,세검정초등학교,126.961433,37.602268,종로구
69895,세검정.상명대,126.958934,37.600552,종로구
69896,상명대입구.세검정교회,126.959241,37.599616,종로구
69897,하림각,126.962215,37.598148,종로구
69898,자하문터널입구.석파정,126.963978,37.595558,종로구
69899,부암동주민센터.무계원,126.965142,37.592786,종로구
69900,부암동주민센터.무계원,126.963957,37.592738,종로구
69901,자하문터널입구.석파정,126.963643,37.595594,종로구
69902,하림각,126.961707,37.598133,종로구
69903,상명대입구.석파랑,126.95857,37.599413,종로구
69904,세검정.상명대,126.958722,37.600733,종로구
69905,세검정초등학교,126.96122,37.602502,종로구
69906,국민은행세검정지점,126.960888,37.604663,종로구
69907,안국역.종로경찰서.서울공예박물관,126.983996,37.57607,종로구
69908,덕성여중고,126.982017,37.575902,종로구
69909,광화문광화문빌딩,126.976689,37.569688,종로구
69910,사직단,126.968189,37.574855,종로구
69911,서울경찰청.경복궁역,126.971484,37.575745,종로구
69912,세종문화회관,126.976857,37.57359,종로구
69913,광화문,126.975837,37.570365,종로구
69914,광화문.금호아시아나본관앞,126.973134,37.570288,종로구
69915,서울역사박물관.경교장.강북삼성병원,126.971248,37.570023,종로구
69916,서울역사박물관.경교장.강북삼성병원,126.971391,37.569702,종로구
69917,광화문.금호아시아나본관앞,126.974168,37.570049,종로구
69918,광화문,126.976384,37.569845,종로구
69919,KT광화문지사,126.977332,37.572226,종로구
69920,경복궁,126.978747,37.575577,종로구
69921,경복궁역,126.972283,37.577671,종로구
69922,경복궁역,126.972196,37.576867,종로구
69923,사직동주민센터,126.971324,37.576183,종로구
69924,사직단.어린이도서관,126.967991,37.575136,종로구
69925,효자동,126.970621,37.583091,종로구
69926,통인시장종로구보건소,126.971385,37.580513,종로구
69927,통인시장종로구보건소,126.97105,37.580326,종로구
69928,경복고교,126.971155,37.584966,종로구
69929,청운중학교,126.972461,37.588129,종로구
69930,자하문고개.윤동주문학관,126.967191,37.592335,종로구
69931,자하문고개.윤동주문학관,126.967126,37.592187,종로구
69932,청운중학교,126.972514,37.587852,종로구
69933,경복고교,126.971044,37.585113,종로구
69934,경기상고,126.96977,37.587191,종로구
69935,신교동,126.970263,37.583296,종로구
69936,경기상고,126.969363,37.58755,종로구
69937,혜화동로터리.여운형활동터,127.001744,37.586243,종로구
69938,종로2가.삼일교,126.987613,37.568579,종로구
69939,명륜3가.성대입구,126.99834,37.582671,종로구
69940,창경궁.서울대학교병원,126.996566,37.579183,종로구
69941,종로2가사거리,126.98775,37.569765,종로구
944,SKT타워(경유),126.985306,37.566194,중구
1032,시청교차로(경유),126.976801,37.564527,중구
1099,남산1호터널TG(경유),126.993193,37.555832,중구
1104,남산1호터널TG(경유),126.992755,37.55568,중구
2756,서대문구역(경유),126.967275,37.565571,중구
2959,숭례문교차로(경유),126.975478,37.560348,중구
2960,남대문로3가(경유),126.979019,37.561036,중구
3081,경찰서앞교차로(경유),126.970084,37.561849,중구
3099,경찰청앞교차로(경유),126.969872,37.562226,중구
3189,염천교사거리(경유),126.971711,37.559336,중구
3332,서울역교차로(경유),126.972674,37.557085,중구
56703,서대문역사거리(농협중앙회),126.967993,37.5668,중구
56792,시청앞,126.975464,37.563721,중구
56829,서소문KAL빌딩,126.97463,37.563453,중구
56830,코리아나호텔,126.976776,37.568423,중구
56831,조선호텔,126.98037,37.564046,중구
56832,롯데호텔,126.980305,37.565805,중구
56833,서울플라자호텔,126.977906,37.564156,중구
56853,을지로2가기업은행본점,126.986523,37.566246,중구
56910,해운센타(롯데영프라자),126.98154,37.562894,중구
56918,서부역,126.969343,37.555967,중구
56930,남대문시장,126.978827,37.561311,중구
56937,아카시아호텔.웨스턴코업레지던,127.003487,37.566595,중구
56938,을지로코업레지던스,127.005408,37.566266,중구
56939,토요코인호텔,127.008974,37.56457,중구
56940,서울역,126.9714,37.558117,중구
56941,바비엥스위트,126.967826,37.566642,중구
56942,프레이저플레이스,126.969268,37.562848,중구
56943,이비스엠버서더호텔,126.982565,37.564609,중구
56944,남대문시장,126.978711,37.560986,중구
56945,충무로역,126.995561,37.561702,중구
56946,명동역,126.988069,37.561218,중구
56947,서울역,126.972912,37.557806,중구
56948,바비엥스위트,126.967607,37.565097,중구
56949,시청역,126.97685,37.565488,중구
56950,남대문시장,126.979232,37.561397,중구
56951,을지로4가,126.996853,37.566416,중구
56952,을지로입구.외한은행본점,126.985404,37.565918,중구
56953,서울역버스환승센터,126.973127,37.555492,중구
64296,경찰청.동북아역사재단,126.969224,37.562476,중구
64318,충정로역,126.964531,37.559535,중구
69008,남산서울타워,126.990756,37.551245,중구
69217,서울역,126.97193,37.555112,중구
69218,서대문전철역,126.968244,37.567067,중구
69219,서울방송고등학교.남산타운아파트,127.01241,37.549586,중구
69221,중구청소년수련관.남산타운2상가,127.012545,37.551753,중구
69222,중구청소년수련관.남산타운2상가,127.012119,37.551705,중구
69223,약수시장.남산타운동문,127.010786,37.551605,중구
69224,약수지구대,127.012107,37.552793,중구
69225,중림동입구.서소문성지역사박물관,126.969121,37.558473,중구
69226,금호베스트빌.하이베르삼성래미안아파트,127.024123,37.561618,중구
69227,도로교통공단후문,127.02391,37.564362,중구
69228,도로교통공단후문,127.024391,37.564243,중구
69229,서울역서부,126.969248,37.555836,중구
69230,서울역,126.971329,37.558201,중구
69231,시청역,126.976794,37.565636,중구
69232,약수역.3.6호선,127.012196,37.552542,중구
69233,조선일보,126.976674,37.568842,중구
69234,삼성본관앞,126.976067,37.562496,중구
69235,숭례문앞,126.97675,37.562648,중구
69236,프레스센터,126.977432,37.567357,중구
69237,신당역하나은행,127.021752,37.565364,중구
69238,염천교,126.970992,37.559752,중구
69239,한국경제신문사,126.967953,37.560933,중구
69240,신금호파크자이아파트후문,127.017217,37.555329,중구
69242,남산예장버스환승주차장,126.988524,37.559463,중구
69243,남산케이블카,126.983628,37.555204,중구
69244,숭례문(가상),126.974356,37.559797,중구
69245,남산1호터널,126.992167,37.557405,중구
69247,남산케이블카,126.983604,37.555117,중구
69248,서울애니메이션센터,126.987253,37.558513,중구
69249,동대문디자인플라자.동대문시장,127.008555,37.566875,중구
69250,남산서울타워,126.990986,37.551142,중구
